Combinations	core	pangenome	variable
16	86300	108378	22078
16	87830	108215	20385
16	83243	108432	25189
16	86293	108259	21966
16	81951	108370	26419
16	85111	108377	23266
16	81367	108429	27062
16	82802	108374	25572
16	84755	108397	23642
16	82297	108392	26095
16	87826	108296	20470
16	80779	108439	27660
16	85321	108285	22964
16	87530	108326	20796
16	81823	108417	26594
16	84771	108418	23647
16	87359	108307	20948
16	87861	108320	20459
16	89014	108193	19179
16	81141	108440	27299
16	87710	108329	20619
16	84557	108287	23730
16	81213	108416	27203
16	83082	108394	25312
16	86830	108401	21571
16	82950	108395	25445
16	83735	108399	24664
16	79896	108434	28538
16	82337	108424	26087
16	84356	108389	24033
16	84248	108326	24078
16	83181	108311	25130
16	83298	108372	25074
16	88499	108272	19773
16	85302	108276	22974
16	87913	108158	20245
16	86799	108325	21526
16	85757	108280	22523
16	83357	108432	25075
16	85585	108286	22701
16	84154	108240	24086
16	84579	108406	23827
16	87143	108386	21243
16	87594	108327	20733
16	79349	108445	29096
16	82685	108422	25737
16	83556	108376	24820
16	80482	108423	27941
16	85276	108327	23051
16	81981	108428	26447
16	86495	108315	21820
16	84463	108377	23914
16	81735	108372	26637
16	91518	108206	16688
16	82297	108334	26037
16	81632	108450	26818
16	86567	108391	21824
16	83158	108394	25236
16	81844	108385	26541
16	84771	108343	23572
16	84666	108406	23740
16	82409	108337	25928
16	89121	108142	19021
16	80320	108400	28080
17	82744	108469	25725
17	82219	108378	26159
17	82250	108408	26158
17	81957	108441	26484
17	86927	108405	21478
17	84601	108328	23727
17	82476	108382	25906
17	83809	108366	24557
17	81197	108436	27239
17	83229	108420	25191
17	82290	108379	26089
17	86507	108405	21898
17	82933	108330	25397
17	84077	108421	24344
17	88198	108352	20154
17	82273	108446	26173
17	83743	108415	24672
17	82554	108453	25899
17	83550	108422	24872
17	87530	108377	20847
17	82550	108422	25872
17	87225	108183	20958
17	82303	108441	26138
17	82664	108296	25632
17	83787	108446	24659
17	83080	108428	25348
17	85827	108417	22590
17	83215	108408	25193
17	81035	108363	27328
17	86961	108327	21366
17	84586	108443	23857
17	85855	108431	22576
17	86083	108234	22151
17	83186	108422	25236
17	82925	108364	25439
17	81578	108392	26814
17	88673	108290	19617
17	83276	108444	25168
17	84745	108436	23691
17	79919	108340	28421
17	80596	108389	27793
17	81877	108330	26453
17	85734	108341	22607
17	87941	108283	20342
17	83414	108357	24943
17	83610	108417	24807
17	85967	108384	22417
17	81891	108355	26464
17	84728	108282	23554
17	85948	108341	22393
17	83605	108391	24786
17	81901	108351	26450
17	86459	108353	21894
17	83792	108365	24573
17	80081	108406	28325
17	79685	108388	28703
17	83702	108453	24751
17	84061	108397	24336
17	81161	108383	27222
17	82306	108390	26084
17	78943	108393	29450
17	83859	108454	24595
17	85579	108437	22858
17	85104	108389	23285
17	84518	108329	23811
17	81770	108416	26646
17	84289	108320	24031
17	84790	108356	23566
17	85301	108473	23172
17	84650	108336	23686
17	84909	108347	23438
17	84415	108375	23960
18	83369	108357	24988
18	82685	108402	25717
18	81819	108339	26520
18	84833	108384	23551
18	79741	108435	28694
18	84567	108266	23699
18	80709	108391	27682
18	80661	108446	27785
18	83970	108309	24339
18	79861	108408	28547
18	76901	108465	31564
18	83412	108406	24994
18	84359	108222	23863
18	82829	108420	25591
18	80857	108425	27568
18	79597	108408	28811
18	79995	108455	28460
18	87591	108391	20800
18	84427	108402	23975
18	80414	108403	27989
18	82825	108414	25589
18	81414	108332	26918
18	85694	108353	22659
18	84450	108454	24004
18	83409	108427	25018
18	83353	108201	24848
18	82816	108375	25559
18	82385	108371	25986
18	82951	108364	25413
18	82937	108401	25464
18	79105	108400	29295
18	80590	108436	27846
18	79538	108387	28849
18	83798	108346	24548
18	82641	108404	25763
18	81596	108417	26821
18	80644	108339	27695
18	83117	108417	25300
18	83075	108426	25351
18	77505	108442	30937
18	83215	108419	25204
18	81061	108390	27329
18	82849	108334	25485
18	87504	108267	20763
18	86223	108406	22183
18	80570	108398	27828
18	78732	108433	29701
18	81804	108414	26610
18	84165	108467	24302
18	81625	108435	26810
18	84640	108406	23766
18	79423	108426	29003
18	86623	108299	21676
18	78741	108443	29702
18	84716	108392	23676
18	81670	108454	26784
18	85212	108357	23145
18	80359	108447	28088
18	78555	108361	29806
18	85725	108304	22579
18	81864	108405	26541
18	84784	108393	23609
18	85209	108386	23177
18	78747	108453	29706
18	82478	108437	25959
18	89004	108355	19351
18	80117	108455	28338
18	83737	108397	24660
18	82884	108434	25550
18	80132	108433	28301
18	81717	108436	26719
18	82044	108445	26401
19	82978	108371	25393
19	79280	108469	29189
19	82826	108447	25621
19	82866	108447	25581
19	83446	108384	24938
19	80138	108492	28354
19	79854	108406	28552
19	84285	108343	24058
19	79110	108461	29351
19	78295	108454	30159
19	79891	108410	28519
19	79406	108377	28971
19	82416	108354	25938
19	80901	108437	27536
19	85220	108339	23119
19	80739	108403	27664
19	83338	108437	25099
19	82402	108367	25965
19	80319	108401	28082
19	80384	108414	28030
19	84214	108407	24193
19	81952	108477	26525
19	82567	108383	25816
19	80194	108442	28248
19	87092	108348	21256
19	80076	108475	28399
19	82264	108465	26201
19	79848	108460	28612
19	81314	108449	27135
19	80681	108463	27782
19	82921	108394	25473
19	81140	108392	27252
19	81528	108433	26905
19	81122	108448	27326
19	84239	108364	24125
19	84730	108376	23646
19	83615	108327	24712
19	83115	108411	25296
19	83686	108383	24697
19	82993	108423	25430
19	82336	108423	26087
19	82467	108406	25939
19	82291	108467	26176
19	81644	108460	26816
19	80825	108432	27607
